t,ax,ay,az
3.59,-0.2243525927944694,3.383541598431134,61.709676726838694
3.6,0.8446979531487373,4.068353789133817,60.20784393965355
3.61,1.5523465607542941,4.046001129448699,61.33401908663551
3.62,0.6339593140320117,3.8891421068885923,61.202740649648646
3.63,1.007217758122905,4.630271661980755,60.572242677085256
3.64,0.7184309978963682,4.369479180456746,59.7990529016422
3.65,0.740299580018766,3.6016771168103245,60.63176073795601
3.66,0.7184379636178896,3.7848695707206517,59.97823135749246
3.67,1.5566566638422925,4.628385717052476,60.15460897960602
3.68,1.2079535260989576,4.624713494115802,60.13535929075838
3.69,1.5451155349865733,4.041178024071878,61.21964192328468
3.7,1.1623832027121677,3.7421395832488566,59.37448218985422
3.71,1.247952754838408,4.804839418945752,59.727118554639155
3.72,1.6521265906427762,3.5814349506981022,59.65607573972853
3.73,1.253952977243558,3.975947698275954,59.37305542771586
3.74,1.8286931379055082,3.9118410903499417,59.9771925259017
3.75,0.9400716830252572,4.872856264427914,58.86382193338635
3.7600000000000002,0.3775093639307313,4.66439720013725,59.31348256770107
3.77,0.9107060344084538,4.4980440800447905,58.46928234463468
3.7800000000000002,1.7883684563822435,4.1173643853246915,59.60416432163824
3.79,1.0703900348939719,4.093521394899818,59.11575412076773
3.8000000000000003,0.732258730068706,4.415546482884819,59.15815494868306
3.81,0.5454429417088795,5.115358456972167,59.12410853568736
3.8200000000000003,1.177159363167794,4.930950314657429,59.05324498426941
3.83,1.5521437115666898,3.714059787185459,58.457398312836894
3.84,1.3788915918932054,4.029528206846772,58.531806995141295
3.85,0.7893543418862281,3.414997216037007,59.131512916767115
3.86,1.0454974116456897,4.1531591635273335,58.497524439031054
3.87,1.8182459964608184,4.331305917250374,58.239233780625696
3.88,1.3659578170706042,4.269560327243108,58.98124344620718
3.89,1.06135121109183,3.1252482329000992,58.12422911070057
3.9,1.808020303402083,4.789285308167799,58.217147228328805
3.91,1.3705952032168789,4.037387323482058,56.689702686003486
3.92,1.5626325988130234,4.3717456153185115,57.63888597070969
3.93,0.008059280424929094,3.4630108050185964,57.871784764731196
3.94,1.228099318913931,4.516878451041313,57.639410247116466
3.95,1.693449831423794,4.633534903537659,56.40887599647777
3.96,0.9674442014864925,4.3789989547253265,57.38838700889805
3.97,0.974095153068171,4.303958223609312,57.96994760459594
3.98,0.4439817186375644,4.134285960516214,57.04526597706474
3.99,0.730033885155655,4.564095415776635,56.16010903083136
4.0,1.1072816571085582,4.2889862593336705,56.66792703360052
4.01,0.8565251832658389,4.850194054574122,56.77704302148587
4.0200000000000005,2.080359585269204,3.893182393533244,57.234457834003976
4.03,0.9356909880811821,3.6619709814635293,56.71843571260695
4.04,1.5247134375569256,5.111963971823151,56.56609816719058
4.05,1.1958960658413564,3.88239196010457,56.22972143835637
4.0600000000000005,0.9426581647720276,4.672163879014703,55.82826847193183
4.07,0.834521382834996,3.92664689230393,56.50106952645415
4.08,1.7715088082199009,3.5792136771322722,56.09084484787284
4.09,1.6521258019986718,4.381204372202624,56.243375224391414
4.1,1.099106446204825,3.38612758955575,55.313664988659035
4.11,1.3047497588200128,4.793192209570942,55.71932856960853
4.12,1.5131421950624324,3.152272382849805,55.79639586592931
4.13,1.9225955444060923,2.129587005200605,55.422912511837154
4.14,1.8609965435175124,3.980971166200801,55.47582207000655
4.15,1.1317865205068245,3.839212108085385,55.92500779396053
4.16,1.4576549362958031,3.7462142262179103,55.206800032098116
4.17,2.0285214203678894,3.029956046108233,55.18463942551537
4.18,0.7461619086043895,3.6651141407593464,55.70105291717927
4.19,1.901588471254343,4.227195621744537,54.87368944270952
4.2,1.6755750714080062,3.6024472634455122,54.77465056376982
4.21,0.75781230933521,4.038672845975749,55.20728876118735
4.22,1.4146110865546775,3.5414450464002387,55.23143801655569
4.23,1.3425444389122343,3.945641332575804,55.038943736140546
4.24,1.3462281703466732,4.337022637749921,54.261003513779855
4.25,1.384157795246251,3.182722992261888,54.567237367492226
4.26,1.2690849230943053,2.8968797790284526,54.75931952730911
4.2700000000000005,1.8122777817812163,4.107842500629111,54.210829211392955
4.28,0.8284116392156593,3.248966517060732,53.46265564796769
4.29,1.0357008775881091,3.267748105820605,54.44367259510814
4.3,1.782914318304137,2.3299534897177434,54.29593826140794
4.3100000000000005,1.6275459924826843,3.8258405084614706,53.331972247585966
4.32,1.5201831595846018,3.1140023633716867,54.292351546827604
4.33,2.1556345705684956,3.2624950702252318,54.131994442601744
4.34,0.9581257352016039,3.263034717496946,53.17639332849429
4.3500000000000005,1.7552800110683928,2.777706065521646,54.272817913256574
4.36,1.1023672981053667,4.80001227821124,53.178061036617535
4.37,1.9311100023055967,2.9160059751164127,52.967694174609946
4.38,0.8491453791035428,2.9698863242534292,53.03645649750867
4.39,1.9351875653704471,3.682645393744651,52.36054921136175
4.4,1.5145822071691932,2.426464812677942,52.47589222787895
4.41,1.8183063669195683,2.2434612736917057,52.95232494231659
4.42,0.6141719300998703,2.9792355292517603,53.07028587569236
4.43,2.618807778961382,3.502496901601695,52.246406090101786
4.44,1.1808647608311773,4.107150689440687,52.50218101013869
4.45,0.6994471829316135,3.5773729726149774,52.35279036291027
4.46,1.7827261830308567,2.993413741486266,52.4723474323445
4.47,0.5395438256697985,3.901645356504994,52.454578875596106
4.48,2.038998912279209,3.8548562277824496,52.38265850317983
4.49,0.8897927583423865,4.724166178316337,51.432385193822775
4.5,0.43803950005734593,4.1676093897361035,51.461755393082306
4.51,1.0408657154446397,4.153967858406054,51.33506499086391
4.5200000000000005,1.1615471200338938,3.0826574315458197,52.0681891813078
4.53,1.5991998725346708,3.1721905294035713,51.69063203463295
4.54,0.8598536486794073,3.613295400499769,51.25896281742414
4.55,2.033976825731816,3.3519800247322324,50.992096604319265
4.5600000000000005,2.1748704897783284,4.679947676929854,51.40662105769818
4.57,0.39362283261441666,3.902755656399401,50.95196356178744
4.58,1.9062958680103868,2.8251950229346576,50.85244689403648
4.59,2.0337042623772827,4.094337354175984,51.438449287757045
4.6000000000000005,0.6644811751745845,3.4362893573164155,50.82118704439108
4.61,1.5449604614735626,3.4382771907278515,50.573976587949495
4.62,1.0927604979721206,4.267700406351679,51.24530677505964
4.63,1.6273357771251415,5.538514913673669,49.78191642450796
4.64,0.7441215253395034,3.19746345265122,50.344016944511345
